Issuer Name;Ticker;Cpn;Maturity;Series;BBG Composite;Mty Type;Currency;Yld to Mty (Bid);Ask Convexity;Bid Convexity;Next Cpn Dt;Mty (Years Frm Tdy);1st Cpn Pd Typ;Coupon Type
Banco Davivienda SA;DAVIVI;6.65;#N/A Field Not Applicable;REGS;B;PERP/CALL;USD;11.03445618;0.396737492;0.393232583;22/10/2023;#N/A Field Not Applicable;Normal;VARIABLE
Banco Davivienda SA;DAVIVI;6.65;#N/A Field Not Applicable;144A;B;PERP/CALL;USD;10.97899818;0.397442666;0.394201269;22/10/2023;#N/A Field Not Applicable;Normal;VARIABLE
Transtel Pass Through Trust;TRNTEL;12.5;1/11/2007;#N/A Field Not Applicable;NR;CALLABLE;USD;#N/A N/A;#N/A N/A;#N/A N/A;#N/A Field Not Applicable;-15.4880219;Normal;DEFAULTED
Transtel Pass Through Trust;TRNTEL;12.5;1/11/2007;REGS;NR;CALLABLE;USD;#N/A N/A;#N/A N/A;#N/A N/A;#N/A Field Not Applicable;-15.4880219;Normal;DEFAULTED
Transtel Pass Through Trust;TRNTEL;12.5;1/11/2007;144A;NR;CALLABLE;USD;#N/A N/A;#N/A N/A;#N/A N/A;#N/A Field Not Applicable;-15.4880219;Normal;DEFAULTED
Transtel Intermedia SA;TRNTEL;12;1/06/2016;144A;NR;AT MATURITY;USD;#N/A N/A;#N/A N/A;#N/A N/A;#N/A Field Not Applicable;-6.904859685;Normal;DEFAULTED
Transtel Intermedia SA;TRNTEL;12;1/06/2016;REGS;NR;AT MATURITY;USD;#N/A N/A;#N/A N/A;#N/A N/A;#N/A Field Not Applicable;-6.904859685;Normal;DEFAULTED
Transtel Intermedia SA;TRNTEL;9;1/12/2016;#N/A Field Not Applicable;#N/A N/A;SINKABLE;USD;18000;#N/A N/A;#N/A N/A;#N/A Field Not Applicable;-6.403832991;Short First;DEFAULTED
Transtel Intermedia SA;TRNTEL;9;1/12/2016;*;#N/A N/A;SINKABLE;USD;18000;#N/A N/A;#N/A N/A;#N/A Field Not Applicable;-6.403832991;Short First;DEFAULTED
Trayectoria Oil & Gas SA;TRAYOG;12.5;15/04/2017;EMTN;#N/A N/A;SINKABLE;USD;#N/A N/A;#N/A N/A;#N/A N/A;#N/A Field Not Applicable;-6.034223135;Long First;DEFAULTED
Enel Colombia SA ESP;EMGSA;16.491056;13/12/2022;B10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;13/12/2022;-0.372347707;Normal;FLOATING
Gilex Holding Sarl;GILHDG;8.5;2/05/2023;144A;B+;CALLABLE;USD;589.8640974;1.50081E-07;1.49355E-07;2/05/2023;0.010951403;Normal;FIXED
Gilex Holding Sarl;GILHDG;8.5;2/05/2023;REGS;B+;CALLABLE;USD;688.2293424;1.50953E-07;1.48646E-07;2/05/2023;0.010951403;Normal;FIXED
Grupo de Inversiones Suramericana SA;GRUPOS;17.64692;7/05/2023;D9;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/05/2023;0.024640657;Normal;FLOATING
Banco Popular SA;BCOPOP;16.7381;8/05/2023;C5;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;8/05/2023;0.027378508;Normal;FLOATING
Banco Popular SA;BCOPOP;6.68;8/05/2023;B5;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;8/05/2023;0.027378508;Normal;FIXED
Cementos Argos SA;CEMCAR;6.65;24/05/2023;A6;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/05/2023;0.07118412;Normal;FIXED
Banco de Comercio Exterior de Colombia SA;BANDEX;16.57019;24/05/2023;A60;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/05/2023;0.07118412;Normal;FLOATING
Banco de Comercio Exterior de Colombia SA;BANDEX;4.35;27/05/2023;B24;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/05/2023;0.079397673;Normal;FIXED
Banco de Comercio Exterior de Colombia SA;BANDEX;13.661;27/05/2023;C24;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/05/2023;0.079397673;Normal;FLOATING
Colombian TES Corto Plazo;COLTC;0;6/06/2023;364;#N/A N/A;AT MATURITY;COP;12.44012143;0.000968062;0.000935444;#N/A Field Not Applicable;0.106776181;#N/A Field Not Applicable;ZERO COUPON
Isagen SA ESP;ISAGEN;6.09;6/06/2023;A;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;6/06/2023;0.106776181;Normal;FIXED
Organizacion Terpel SA;TERPCO;16.5424642;7/06/2023;C5;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/06/2023;0.109514031;Normal;FLOATING
Grupo Bolivar SA;BOLI;17.408906;11/06/2023;C9;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/06/2023;0.120465435;Normal;FLOATING
RCI Colombia SA Cia de Financiamiento;RENAUL;5.25;17/06/2023;A2;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;17/06/2023;0.136892539;Normal;FIXED
Itau Corpbanca Colombia SA;SANCOL;16.893632;21/06/2023;C60;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;21/06/2023;0.147843943;Normal;FLOATING
Banco de las Microfinanzas - Bancamia SA;BCAMIA;15.522944;22/06/2023;C2;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;22/06/2023;0.150581793;Normal;FLOATING
Grupo de Inversiones Suramericana SA;GRUPOS;17.69792;22/06/2023;C7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;22/06/2023;0.150581793;Normal;FLOATING
Bancolombia SA;BCOLO;16.68353;18/07/2023;C5;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;18/07/2023;0.221765914;Normal;FLOATING
Banco Davivienda SA;DAVIVI;17.499578;27/07/2023;C84;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/07/2023;0.246406571;Normal;FLOATING
Grupo de Inversiones Suramericana SA;GRUPOS;13.594;11/08/2023;E3;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/05/2023;0.287474333;Normal;FLOATING
Banco de Occidente SA;BANOCC;13.501;20/08/2023;D36;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;23/05/2023;0.31211499;Normal;FLOATING
Ecopetrol SA;ECOPET;18.55364;27/08/2023;#N/A Field Not Applicable;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/08/2023;0.331279945;Normal;FLOATING
Colombian TES Corto Plazo;COLTC;0;5/09/2023;364;#N/A N/A;AT MATURITY;COP;12.84249116;0.003873829;0.003793302;#N/A Field Not Applicable;0.355920602;#N/A Field Not Applicable;ZERO COUPON
Isagen SA ESP;ISAGEN;8.19;13/09/2023;A7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;13/06/2023;0.377823409;Normal;FIXED
Ecopetrol SA;ECOPET;5.875;18/09/2023;#N/A Field Not Applicable;BB+;AT MATURITY;USD;7.163877296;0.00271685;0.002705878;18/09/2023;0.391512663;Normal;FIXED
Banco de Bogota SA;BANBOG;13.271;24/09/2023;C3;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/05/2023;0.407939767;Short First;FLOATING
Banco Davivienda SA;DAVIVI;5.75;26/09/2023;F;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/06/2023;0.413415469;Normal;FIXED
Itau Corpbanca Colombia SA;SANCOL;13.373;29/09/2023;B36;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;2/05/2023;0.421629021;Normal;FLOATING
Financiera de Desarrollo Nacional SA;FINENE;13.304;1/10/2023;D3;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;2/05/2023;0.427104723;Normal;FLOATING
Odinsa SA;ODINSA;5.2;2/10/2023;A3;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;2/07/2023;0.429842574;Normal;FIXED
Banco Popular SA;BCOPOP;8.1;12/10/2023;B7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;12/07/2023;0.457221081;Normal;FIXED
Credivalores-Crediservicios SAS;CREDVA;12.5;19/10/2023;#N/A Field Not Applicable;#N/A N/A;CALLABLE;USD;11.36392187;0.003091495;0.003064931;19/07/2023;0.476386037;Normal;FIXED
UNE EPM Telecomunicaciones SA;UNEEPM;18.734984;20/10/2023;A12;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;20/07/2023;0.479123888;Normal;FLOATING
Codensa SA ESP;CODENS;16.536188;23/10/2023;B5;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;23/07/2023;0.48733744;Normal;FLOATING
Bancolombia SA;BCOLO;18.38363;2/11/2023;D12;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;2/05/2023;0.514715948;Normal;FLOATING
Banco Popular SA;BCOPOP;14.725;11/11/2023;D2;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/05/2023;0.539356605;Normal;FLOATING
Instituto Colombiano de Credito Educativo y Estudios Tecnicos en el Exterior;ICCEE;15.031;24/11/2023;D2;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/05/2023;0.574948665;Normal;FLOATING
Banco Finandina SA;FINAND;17.089175;27/11/2023;C60;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/05/2023;0.583162218;Normal;FLOATING
Interconexion Electrica SA ESP;ISACB;18.406298;1/12/2023;A;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;1/06/2023;0.594113621;Normal;FLOATING
Empresas Publicas de Medellin ESP;EEPPME;18.462968;4/12/2023;A;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;4/06/2023;0.602327173;Normal;FLOATING
Colombian TES Corto Plazo;COLTC;0;5/12/2023;364;#N/A N/A;AT MATURITY;COP;12.63348488;0.007814204;0.007662476;#N/A Field Not Applicable;0.605065024;#N/A Field Not Applicable;ZERO COUPON
Empresas Publicas de Medellin ESP;EEPPME;20.412416;21/01/2024;A15a;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;21/07/2023;0.733744011;Normal;FLOATING
Alpina Productos Alimenticios SA;ALPINA;21.72716;10/02/2024;A15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;10/05/2023;0.788501027;Normal;FLOATING
Banco de Bogota SA;BANBOG;3.4;10/02/2024;E3;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;10/05/2023;0.788501027;Normal;FIXED
Enel Colombia SA ESP;EMGSA;20.242406;11/02/2024;B15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/05/2023;0.791238877;Normal;FLOATING
Banco W SA;BANCW;14.937425;11/02/2024;C3;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/05/2023;0.791238877;Normal;FLOATING
Banco Popular SA;BCOPOP;6.84;13/02/2024;B5;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;13/05/2023;0.796714579;Normal;FIXED
Interconexion Electrica SA ESP;ISACB;18.606725;16/02/2024;C8;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;16/05/2023;0.804928131;Normal;FLOATING
Grupo de Inversiones Suramericana SA;GRUPOS;16.862675;23/02/2024;C7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;23/05/2023;0.824093087;Normal;FLOATING
Banco Comercial AV Villas SA;AVVILL;14.054075;23/02/2024;A3;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;23/05/2023;0.824093087;Normal;FLOATING
Colombia Government International Bond;COLOM;4;26/02/2024;#N/A Field Not Applicable;BB+;CALLABLE;USD;6.505143475;0.010013941;0.00993399;26/08/2023;0.832306639;Short First;FIXED
Grupo Energia Bogota SA ESP;GEBCB;16.862675;28/02/2024;A7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;28/05/2023;0.837782341;Normal;FLOATING
Aris Mining Corp;ARISCN;8;1/03/2024;#N/A Field Not Applicable;#N/A N/A;CONV/CALL;CAD;#N/A N/A;#N/A N/A;#N/A N/A;1/09/2023;0.843258042;Normal;FIXED
Bancolombia SA;BCOLO;21.06425;4/03/2024;B15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;4/03/2024;0.851471595;Normal;FLOATING
Colombian TES Corto Plazo;COLTC;0;5/03/2024;364;#N/A N/A;AT MATURITY;COP;2.16321613;0.015365504;0.015119319;#N/A Field Not Applicable;0.854209446;#N/A Field Not Applicable;ZERO COUPON
Banco Popular SA;BCOPOP;14.784;10/03/2024;D2;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;10/05/2023;0.8678987;Normal;FLOATING
Banco Finandina SA;FINAND;15.571;17/03/2024;D24;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;17/05/2023;0.887063655;Normal;FLOATING
Banco Davivienda SA;DAVIVI;7.4;29/03/2024;F84;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/06/2023;0.919917864;Short First;FIXED
SURA Asset Management SA;SUAMSA;4.875;17/04/2024;REGS;NR;AT MATURITY;USD;6.190695483;0.012955036;0.012933184;17/10/2023;0.971937029;Normal;FIXED
SURA Asset Management SA;SUAMSA;4.875;17/04/2024;144A;NR;AT MATURITY;USD;6.022525153;0.01295949;0.012954479;17/10/2023;0.971937029;Normal;FIXED
Bancolombia SA;BCOLO;18.4403;18/04/2024;D12;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;18/07/2023;0.97467488;Normal;FLOATING
Interconexion Electrica SA ESP;ISACB;6.75;18/04/2024;A7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;18/07/2023;0.97467488;Normal;FIXED
Banco Finandina SA;FINAND;15.470792;20/04/2024;C36;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;20/07/2023;0.980150582;Normal;FLOATING
Empresas Publicas de Medellin ESP;EEPPME;20.412416;21/04/2024;A15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;21/07/2023;0.982888433;Normal;FLOATING
Financiera de Desarrollo Territorial SA Findeter;FDT;17.386238;26/04/2024;A7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/07/2023;0.996577687;Long First;FLOATING
Banco de Occidente SA;BANOCC;17.08022;27/04/2024;B84;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/04/2024;0.999315537;Normal;FLOATING
Cementos Argos SA;CEMCAR;21.489146;28/04/2024;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;28/07/2023;1.002053388;Normal;FLOATING
GM Financial Colombia SA Cia De Financiamiento;GMFCOL;6.84;8/05/2024;A5;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;8/05/2023;1.029431896;Normal;FIXED
Banco de Occidente SA;BANOCC;17.78;8/05/2024;B10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;8/05/2023;1.029431896;Normal;FLOATING
Banco Davivienda SA;DAVIVI;17.655425;15/05/2024;C120;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/05/2023;1.048596851;Normal;FLOATING
Enel Colombia SA ESP;EMGSA;17.680922;16/05/2024;B10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;16/05/2023;1.051334702;Normal;FLOATING
Itau Corpbanca Colombia SA;SANCOL;16.48895;21/05/2024;C60;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;21/05/2023;1.065023956;Normal;FLOATING
Colombia Government International Bond;COLOM;8.125;21/05/2024;#N/A Field Not Applicable;BB+;AT MATURITY;USD;6.182492393;0.014541091;0.014433653;21/05/2023;1.065023956;Long First;FIXED
UNE EPM Telecomunicaciones SA;UNEEPM;9.35;26/05/2024;C8;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/05/2023;1.07871321;Normal;FIXED
Banco de Comercio Exterior de Colombia SA;BANDEX;13.831;27/05/2024;C36;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/05/2023;1.081451061;Normal;FLOATING
Colombia Telecomunicaciones SA ESP;TELEFO;6.65;29/05/2024;A5;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/05/2023;1.086926762;Normal;FIXED
Banco Davivienda SA;DAVIVI;16.825664;7/06/2024;C84;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/06/2023;1.11156742;Normal;FLOATING
Codensa SA ESP;CODENS;6.46;8/06/2024;E7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;8/06/2023;1.11430527;Normal;FIXED
RCI Colombia SA Cia de Financiamiento;RENAUL;14.821;17/06/2024;B3;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;17/05/2023;1.138945927;Long First;FLOATING
Financiera de Desarrollo Territorial SA Findeter;FDT;16.157312;18/06/2024;A;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;18/06/2023;1.141683778;Normal;FLOATING
Banco Serfinanzas SA;BSERCO;6.04;24/06/2024;A3;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/06/2023;1.158110883;Normal;FIXED
Banco Serfinanzas SA;BSERCO;15.692864;24/06/2024;C3;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/06/2023;1.158110883;Normal;FLOATING
Itau Corpbanca Colombia SA;SANCOL;15.273728;29/06/2024;C36;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/06/2023;1.171800137;Normal;FLOATING
Banco Popular SA;BCOPOP;13.711;15/07/2024;D3;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/05/2023;1.215605749;Long First;FLOATING
Banco Davivienda SA;DAVIVI;6.04;16/07/2024;F;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;16/07/2023;1.2183436;Normal;FIXED
Colombina SA;COLBNA;16.320842;17/07/2024;C;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;17/07/2023;1.221081451;Normal;FLOATING
Bancolombia SA;BCOLO;18.15695;23/07/2024;D10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;23/07/2023;1.237508556;Normal;FLOATING
Colombian TES;COLTES;10;24/07/2024;B;BBB-;AT MATURITY;COP;10.78607331;0.020790037;0.020737797;24/07/2023;1.240246407;Normal;FIXED
Colombia Government International Bond;COLOM;10;24/07/2024;REGS;NR;AT MATURITY;COP;10.74985739;0.020762851;0.020751911;24/07/2023;1.240246407;Normal;FIXED
Colombia Government International Bond;COLOM;10;24/07/2024;144A;NR;AT MATURITY;COP;10.74985739;0.020762851;0.020751911;24/07/2023;1.240246407;Normal;FIXED
RCI Colombia SA Cia de Financiamiento;RENAUL;5.8;28/07/2024;A4;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;28/07/2023;1.25119781;Normal;FIXED
Financiera de Desarrollo Territorial SA Findeter;FDT;7.875;12/08/2024;REGS;BB+;CALLABLE;COP;15.86821114;0.020731275;0.020167447;12/08/2023;1.292265572;Normal;FIXED
Financiera de Desarrollo Territorial SA Findeter;FDT;7.875;12/08/2024;144A;BB+;CALLABLE;COP;15.85076321;0.020807868;0.020243137;12/08/2023;1.292265572;Normal;FIXED
Codensa SA ESP;CODENS;4.7;25/08/2024;E4;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;25/05/2023;1.327857632;Normal;FIXED
Credivalores-Crediservicios SAS;CREDVA;9.1;26/08/2024;A;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/08/2023;1.330595483;Normal;FIXED
City of Medellin Colombia;MEDELL;17.862266;26/08/2024;A10a;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/05/2023;1.330595483;Normal;FLOATING
